STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,TOBS,indicator
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/12/2018,0,60,67,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/13/2018,0,60,68,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/14/2018,0,60,71,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/15/2018,0,59,65,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/16/2018,0,60,70,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/17/2018,0,61,66,56,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/18/2018,0,59,67,54,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/19/2018,0,58,75,51,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/20/2018,0,64,85,53,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/21/2018,0,66,74,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/22/2018,0,58,66,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/23/2018,0,58,69,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/24/2018,0,58,73,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/25/2018,0,58,67,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/26/2018,0,57,73,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/27/2018,0,57,64,51,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/28/2018,0,59,68,53,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/29/2018,0,62,70,58,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",9/30/2018,0,65,75,60,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/1/2018,0,64,73,58,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/2/2018,0.16,65,74,61,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/3/2018,0,67,74,61,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/4/2018,0,64,71,58,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/5/2018,0,60,71,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/6/2018,0,61,72,58,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/7/2018,0,67,78,58,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/8/2018,0,69,79,58,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/9/2018,0,62,76,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/10/2018,0,60,68,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/11/2018,0,60,70,54,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/12/2018,0,62,79,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/13/2018,0,63,78,53,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/14/2018,0,58,72,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/15/2018,0,65,81,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/16/2018,0,62,73,51,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/17/2018,0,57,69,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/18/2018,0,56,69,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/19/2018,0,58,74,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/20/2018,0,58,67,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/21/2018,0,55,68,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/22/2018,0,57,64,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/23/2018,0,56,65,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/24/2018,0,58,71,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/25/2018,0,58,72,53,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/26/2018,0,60,73,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/27/2018,0,61,70,54,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/28/2018,0,61,72,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/29/2018,0,60,67,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/30/2018,0,59,68,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",10/31/2018,0,59,76,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/1/2018,0,64,82,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/2/2018,0,63,75,51,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/3/2018,0,62,79,53,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/4/2018,0,59,65,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/5/2018,0,59,73,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/6/2018,0,57,70,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/7/2018,0,58,73,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/8/2018,0,58,68,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/9/2018,0,61,68,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/10/2018,0,54,62,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/11/2018,0,56,67,42,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/12/2018,0,55,67,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/13/2018,0,55,61,46,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/14/2018,0,54,65,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/15/2018,0,53,62,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/16/2018,0,53,62,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/17/2018,0,53,61,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/18/2018,0,51,57,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/19/2018,0,53,62,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/20/2018,0,53,61,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/21/2018,0.76,57,60,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/22/2018,0.54,58,63,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/23/2018,0.29,58,62,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/24/2018,0,60,61,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/25/2018,0,54,62,48,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/26/2018,0,54,62,48,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/27/2018,0.06,56,60,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/28/2018,1,59,64,56,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/29/2018,0.42,59,60,55,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",11/30/2018,0,56,60,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/1/2018,0.09,54,59,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/2/2018,0,50,55,42,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/3/2018,0,51,56,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/4/2018,0.08,52,55,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/5/2018,0.31,52,55,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/6/2018,0.01,53,60,49,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/7/2018,0,52,60,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/8/2018,0,52,60,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/9/2018,0,51,55,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/10/2018,0.02,50,58,46,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/11/2018,0,50,56,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/12/2018,0,55,62,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/15/2018,0,56,62,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/16/2018,0.58,57,61,52,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/17/2018,0.02,54,60,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/18/2018,0,53,59,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/19/2018,0,55,60,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/20/2018,0,52,55,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/21/2018,0.09,53,58,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/22/2018,0,52,56,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/23/2018,0.02,53,56,48,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/24/2018,0.42,54,60,50,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/25/2018,0,53,59,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/26/2018,0,53,59,45,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/27/2018,0,53,59,47,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/28/2018,0,54,58,44,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/29/2018,0,49,60,41,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/30/2018,0,51,59,45,,
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",12/31/2018,0,51,55,44,,
